738929.452336,-0.0020,0.9934,0.1047,0.5493,0.0610,0.4883,104.00
738929.452339,-0.0026,0.9934,0.1039,0.4883,0.0610,0.4272,104.00
738929.452342,-0.0024,0.9935,0.1038,0.4883,0.0610,0.4272,104.00
738929.452343,-0.0018,0.9938,0.1036,0.5493,0.0000,0.4883,104.00
738929.452346,-0.0018,0.9930,0.1040,0.4883,0.0000,0.4883,104.00
738929.452348,-0.0013,0.9923,0.1040,0.5493,0.0610,0.4272,104.00
738929.452351,-0.0016,0.9934,0.1040,0.4883,0.0610,0.4272,104.00
738929.452353,-0.0022,0.9926,0.1040,0.4883,0.0000,0.4883,104.00
738929.452355,-0.0020,0.9932,0.1038,0.4883,0.0610,0.4272,104.00
738929.452358,-0.0020,0.9935,0.1035,0.4883,0.0610,0.4883,104.00
738929.45236,-0.0017,0.9941,0.1034,0.4883,0.0610,0.4883,104.00
738929.452363,-0.0016,0.9932,0.1038,0.4883,0.0000,0.4883,104.00
738929.452365,-0.0022,0.9935,0.1029,0.5493,0.0000,0.4883,104.00
738929.452368,-0.0029,0.9933,0.1042,0.4883,0.0610,0.4272,104.00
738929.45237,-0.0022,0.9934,0.1042,0.5493,0.0610,0.4883,104.00
738929.452372,-0.0024,0.9941,0.1042,0.5493,0.0610,0.4272,104.00
738929.452375,-0.0018,0.9934,0.1039,0.5493,0.0000,0.4883,104.00
738929.452377,-0.0016,0.9935,0.1034,0.4883,0.0000,0.4883,104.00
738929.45238,-0.0021,0.9938,0.1038,0.4883,0.0610,0.4883,104.00
738929.452382,-0.0024,0.9930,0.1038,0.4883,0.0610,0.4883,104.00
738929.452384,-0.0022,0.9933,0.1041,0.5493,0.0000,0.4883,104.00
738929.452387,-0.0024,0.9934,0.1038,0.5493,0.0610,0.4272,104.00
738929.452389,-0.0018,0.9938,0.1044,0.5493,0.0610,0.4883,104.00
738929.452392,-0.0018,0.9932,0.1031,0.4883,0.0000,0.4883,104.00
738929.452394,-0.0026,0.9934,0.1031,0.5493,0.0610,0.4883,104.00
738929.452396,-0.0016,0.9940,0.1040,0.5493,0.0610,0.4883,104.00
738929.452399,-0.0018,0.9930,0.1049,0.5493,0.0610,0.4883,104.00
738929.452401,-0.0018,0.9935,0.1045,0.5493,0.0000,0.4272,104.00
738929.452404,-0.0016,0.9930,0.1031,0.4883,0.0610,0.4883,104.00
738929.452406,-0.0010,0.9943,0.1047,0.5493,0.0000,0.4883,104.00
738929.452408,-0.0011,0.9932,0.1036,0.5493,0.0000,0.4272,104.00
738929.452411,-0.0018,0.9934,0.1040,0.4883,0.0610,0.4272,104.00
738929.452413,-0.0020,0.9933,0.1040,0.5493,0.0000,0.4883,104.00
738929.452416,-0.0022,0.9929,0.1031,0.5493,0.0610,0.4272,104.00
738929.452418,-0.0005,0.9935,0.1041,0.4883,0.0000,0.4883,104.00
738929.45242,-0.0023,0.9943,0.1034,0.5493,0.0610,0.4883,104.00
738929.452423,-0.0022,0.9933,0.1038,0.5493,0.0000,0.4883,104.00
738929.452425,-0.0029,0.9928,0.1038,0.5493,0.0610,0.4883,104.00
738929.452428,-0.0015,0.9934,0.1045,0.6104,0.0610,0.4272,104.00
738929.45243,-0.0017,0.9932,0.1029,0.5493,0.0610,0.4883,104.00
738929.452433,-0.0024,0.9935,0.1040,0.4883,0.0610,0.4883,104.00
738929.452435,-0.0031,0.9937,0.1039,0.5493,0.0610,0.4883,104.00
738929.452437,-0.0024,0.9932,0.1035,0.4883,0.0000,0.4883,104.00
738929.45244,-0.0018,0.9938,0.1039,0.5493,0.0000,0.4883,104.00
738929.452442,-0.0022,0.9939,0.1044,0.4883,0.0000,0.4272,104.00
738929.452445,-0.0021,0.9932,0.1042,0.4883,0.0610,0.4883,104.00
738929.452447,-0.0016,0.9937,0.1042,0.5493,0.0000,0.4272,104.00
738929.452449,-0.0026,0.9939,0.1038,0.5493,0.0610,0.4272,104.00
738929.452452,-0.0013,0.9937,0.1051,0.5493,0.0000,0.4883,104.00
738929.452454,-0.0029,0.9938,0.1039,0.5493,0.0000,0.4883,104.00
738929.452457,-0.0021,0.9934,0.1034,0.5493,0.0610,0.4883,104.00
738929.452459,-0.0017,0.9938,0.1033,0.4883,0.0610,0.4883,104.00
738929.452461,-0.0017,0.9941,0.1033,0.5493,0.0610,0.4272,104.00
738929.452464,-0.0028,0.9932,0.1039,0.5493,0.0000,0.4272,104.00
738929.452466,-0.0017,0.9933,0.1040,0.5493,0.0610,0.4272,104.00
738929.452469,-0.0017,0.9930,0.1039,0.5493,0.0610,0.4883,104.00
738929.452471,-0.0016,0.9941,0.1039,0.5493,0.0000,0.4883,104.00
738929.452473,-0.0027,0.9928,0.1040,0.4883,0.0000,0.4883,104.00
738929.452476,-0.0026,0.9944,0.1039,0.4883,0.0000,0.4883,104.00
738929.452478,-0.0021,0.9933,0.1042,0.4883,0.0000,0.4883,104.00
738929.452481,-0.0013,0.9929,0.1041,0.5493,0.0610,0.4883,104.00
738929.452483,-0.0021,0.9926,0.1045,0.5493,0.0000,0.4883,104.00
738929.452486,-0.0020,0.9928,0.1045,0.4883,0.0000,0.4272,104.00
738929.452488,-0.0017,0.9938,0.1035,0.4883,0.0000,0.4883,104.00
738929.45249,-0.0017,0.9930,0.1038,0.5493,0.0610,0.4272,104.00
738929.452493,-0.0024,0.9945,0.1042,0.5493,0.0000,0.4883,104.00
738929.452495,-0.0021,0.9933,0.1039,0.4883,0.0610,0.4272,104.00
738929.452498,-0.0018,0.9933,0.1045,0.5493,0.0000,0.4883,104.00
738929.4525,-0.0011,0.9933,0.1036,0.6104,0.0610,0.4272,104.00
738929.452502,-0.0023,0.9934,0.1038,0.4883,0.0000,0.4883,104.00
738929.452505,-0.0017,0.9934,0.1040,0.5493,0.0000,0.4883,104.00
738929.452507,-0.0022,0.9932,0.1038,0.5493,0.0610,0.4883,104.00
738929.45251,-0.0023,0.9929,0.1045,0.5493,0.0000,0.4883,104.00
738929.452512,-0.0021,0.9937,0.1046,0.4883,0.0610,0.4883,104.00
738929.452514,-0.0023,0.9944,0.1045,0.5493,0.0610,0.4883,104.00
738929.452517,-0.0018,0.9933,0.1040,0.5493,0.0610,0.4883,104.00
738929.452519,-0.0016,0.9929,0.1041,0.5493,0.0610,0.4883,104.00
738929.452522,-0.0022,0.9944,0.1041,0.5493,0.0000,0.4883,104.00
738929.452524,-0.0026,0.9938,0.1042,0.5493,0.0610,0.4272,104.00
738929.452526,-0.0028,0.9929,0.1031,0.5493,0.0000,0.4883,104.00
738929.452529,-0.0017,0.9934,0.1039,0.5493,0.0000,0.4883,104.00
738929.452531,-0.0015,0.9940,0.1040,0.5493,0.0000,0.4883,104.00
738929.452533,-0.0022,0.9932,0.1041,0.5493,0.0610,0.4883,104.00
738929.452536,-0.0020,0.9934,0.1044,0.4883,0.0000,0.4883,104.00
738929.452538,-0.0017,0.9941,0.1039,0.4883,0.0000,0.4272,104.00
738929.452541,-0.0021,0.9926,0.1040,0.5493,0.0000,0.4883,104.00
738929.452543,-0.0027,0.9930,0.1046,0.5493,0.0000,0.4883,104.00
738929.452545,-0.0017,0.9940,0.1038,0.4883,0.0610,0.4883,104.00
738929.452548,-0.0022,0.9938,0.1038,0.5493,0.0000,0.4883,104.00
738929.45255,-0.0022,0.9934,0.1044,0.5493,0.0000,0.4883,104.00
738929.452553,-0.0015,0.9943,0.1035,0.5493,0.0610,0.4883,104.00
738929.452555,-0.0022,0.9935,0.1030,0.5493,0.0610,0.4272,104.00
738929.452557,-0.0021,0.9933,0.1038,0.5493,0.0000,0.4883,104.00
738929.45256,-0.0020,0.9937,0.1042,0.5493,0.0610,0.4883,104.00
738929.452562,-0.0023,0.9935,0.1045,0.5493,0.0000,0.4272,104.00
738929.452565,-0.0013,0.9932,0.1039,0.5493,0.0610,0.4883,104.00
738929.452567,-0.0020,0.9940,0.1045,0.5493,0.0610,0.4883,104.00
738929.452569,-0.0017,0.9929,0.1041,0.5493,0.0610,0.4883,104.00
738929.452572,-0.0018,0.9930,0.1039,0.5493,0.0000,0.4883,104.00
738929.452574,-0.0017,0.9940,0.1040,0.4883,0.0000,0.4272,104.00
738929.452577,-0.0021,0.9937,0.1035,0.4883,0.0000,0.4883,104.00
738929.452579,-0.0018,0.9933,0.1038,0.5493,0.0610,0.4883,104.00
738929.452582,-0.0016,0.9940,0.1042,0.4883,0.0000,0.4883,104.00
738929.452584,-0.0017,0.9934,0.1042,0.5493,0.0610,0.4883,104.00
738929.452586,-0.0018,0.9937,0.1035,0.4883,0.0000,0.4272,104.00
738929.452589,-0.0016,0.9934,0.1038,0.5493,0.0610,0.4883,104.00
738929.452591,-0.0018,0.9934,0.1038,0.5493,0.0610,0.4883,104.00
738929.452594,-0.0010,0.9932,0.1041,0.5493,0.0610,0.4883,104.00
738929.452596,-0.0029,0.9932,0.1034,0.5493,0.0000,0.4883,104.00
738929.452598,-0.0021,0.9934,0.1038,0.4883,0.0610,0.4883,104.00
738929.452601,-0.0017,0.9926,0.1038,0.4883,0.0610,0.4272,104.00
738929.452603,-0.0018,0.9934,0.1041,0.4883,0.0610,0.4883,104.00
738929.452606,-0.0016,0.9937,0.1035,0.5493,0.0610,0.4883,104.00
738929.452608,-0.0011,0.9932,0.1039,0.5493,0.0000,0.4883,104.00
738929.45261,-0.0015,0.9934,0.1034,0.5493,0.0610,0.4883,104.00
738929.452613,-0.0016,0.9928,0.1042,0.5493,0.0610,0.4883,104.00
738929.452615,-0.0023,0.9938,0.1039,0.5493,0.0000,0.4272,104.00
738929.452617,-0.0018,0.9944,0.1038,0.4883,0.0610,0.4272,104.00
738929.45262,-0.0015,0.9938,0.1038,0.4883,0.0000,0.4883,104.00
738929.452622,-0.0021,0.9938,0.1033,0.5493,0.0000,0.4883,104.00
738929.452625,-0.0015,0.9935,0.1040,0.5493,0.0610,0.4883,104.00
738929.452627,-0.0015,0.9933,0.1034,0.5493,0.0610,0.4883,104.00
738929.452629,-0.0021,0.9928,0.1039,0.5493,0.0000,0.4883,104.00
738929.452632,-0.0020,0.9938,0.1042,0.5493,0.0610,0.4883,104.00
738929.452634,-0.0029,0.9937,0.1040,0.5493,0.0000,0.4883,104.00
738929.452637,-0.0023,0.9938,0.1047,0.5493,0.0000,0.4883,104.00
738929.452639,-0.0026,0.9930,0.1034,0.5493,0.0000,0.4883,104.00
738929.452641,-0.0024,0.9933,0.1041,0.5493,0.0610,0.4883,104.00
738929.452644,-0.0024,0.9941,0.1038,0.4883,0.0610,0.4883,104.00
738929.452646,-0.0022,0.9939,0.1044,0.5493,0.0610,0.4883,104.00
738929.452649,-0.0026,0.9928,0.1047,0.5493,0.0000,0.4272,104.00
738929.452651,-0.0026,0.9935,0.1038,0.5493,0.0000,0.4272,104.00
738929.452654,-0.0013,0.9933,0.1041,0.4883,0.0000,0.4272,104.00
738929.452656,-0.0020,0.9930,0.1047,0.5493,0.0000,0.4883,104.00
738929.452658,-0.0010,0.9943,0.1044,0.4883,0.0000,0.4883,104.00
738929.452661,-0.0013,0.9933,0.1040,0.4883,0.0000,0.4883,104.00
738929.452663,-0.0013,0.9934,0.1040,0.4883,0.0000,0.4883,104.00
738929.452666,-0.0016,0.9927,0.1041,0.4883,0.0610,0.4883,104.00
738929.452668,-0.0026,0.9933,0.1039,0.4883,0.0000,0.4883,104.00
738929.45267,-0.0017,0.9940,0.1039,0.5493,0.0610,0.4883,104.00
738929.452673,-0.0018,0.9940,0.1040,0.5493,0.0610,0.4883,104.00
738929.452675,-0.0021,0.9932,0.1039,0.5493,0.0000,0.4272,104.00
738929.452678,-0.0018,0.9932,0.1039,0.5493,0.0000,0.4883,104.00
738929.45268,-0.0016,0.9928,0.1042,0.4883,0.0610,0.4883,104.00
738929.452683,-0.0023,0.9934,0.1047,0.5493,0.0610,0.4883,104.00
738929.452685,-0.0028,0.9927,0.1042,0.4883,0.0000,0.4883,104.00
738929.452687,-0.0020,0.9939,0.1038,0.5493,0.0610,0.4272,104.00
738929.45269,-0.0020,0.9928,0.1040,0.5493,0.0610,0.4883,104.00
738929.452692,-0.0020,0.9930,0.1047,0.5493,0.0000,0.4272,104.00
738929.452695,-0.0023,0.9946,0.1046,0.5493,0.0000,0.4883,104.00
738929.452697,-0.0026,0.9939,0.1040,0.5493,0.0610,0.4272,104.00
738929.452699,-0.0021,0.9935,0.1038,0.4883,0.0610,0.4272,104.00
738929.452702,-0.0016,0.9933,0.1053,0.5493,0.0610,0.4272,104.00
738929.452704,-0.0017,0.9927,0.1047,0.5493,0.0000,0.4883,104.00
738929.452707,-0.0015,0.9934,0.1044,0.4883,0.0610,0.4883,104.00
